id,gender,age,ethnicity,location,current_role,industry,current_salary,favourite_programming_language
62a95253bae91e4b8b8b91d9,Female,26,Asian or Asian American,India,Student/Looking/None,Telecommunication,20000,Python
62a960567dc029e2d6749dd8,Male,30,White or Caucasian,Other,Data Engineer,Construction,53000,Python
62a9612bf8d5efcc22007c09,Male,27,Asian or Asian American,Other,Data Analyst,Education,75500,Other
62a962380f8c8599d5b7e3fb,Male,28,Black or African American,Other,Data Analyst,Other,20000,Other
62a993537dc029e2d674e9b5,Female,38,Black or African American,Other,Data Analyst,Education,75500,Python
62a9bb81bc6861bf3180079c,Male,22,White or Caucasian,Other,Data Analyst,Finance,20000,Python
62a9c880f408bae018f6aa1b,Male,34,Hispanic or Latino,United States,Data Analyst,Other,95500,Python
62a9e206f3072dd8926bce70,Male,26,Asian or Asian American,Other,Data Analyst,Tech,20000,Python
62a9f0172e54c9003e5cdc25,Female,26,Asian or Asian American,Canada,Data Analyst,Tech,75500,Python
62a9f8a4cf2555431739d694,Male,25,Other,Other,Data Engineer,Education,75500,Python
62aa121dcec54911e9d446cc,Male,34,Black or African American,United States,Data Scientist,Tech,137500,Python
62aa1734f3072dd8926c4168,Female,32,Hispanic or Latino,Other,Other,Finance,53000,Other
62aa21e218134ddc75d8be11,Male,24,Black or African American,United States,Student/Looking/None,Construction,20000,R
62aa29852e54c9003e5d50b5,Male,26,Hispanic or Latino,Other,Data Engineer,Tech,20000,Python
62aa2f44bc6861bf3180fd06,Female,32,Black or African American,Other,Data Analyst,Telecommunication,53000,Other
62aa3454bae91e4b8b8d3249,Male,40,White or Caucasian,Other,Data Scientist,Tech,53000,R
62aa34e8f3072dd8926c7d56,Male,27,Black or African American,United States,Data Analyst,Other,20000,Python
62aa356ff8d5efcc22020832,Male,28,Black or African American,United States,Data Analyst,Tech,75500,R
62aa3e6824a26260274264da,Male,30,Other,Other,Data Analyst,Other,20000,Python
62aa4790f8d5efcc2202266e,Male,37,White or Caucasian,United States,Data Analyst,Other,20000,Python
62aa5761bc6861bf318141fc,Male,32,Asian or Asian American,Other,Other,Tech,53000,JavaScript
62aa5c11f408bae018f7dec0,Male,24,Other,Other,Data Analyst,Tech,53000,Python
62aa956ef8d5efcc22028e3d,Male,39,White or Caucasian,Other,Data Analyst,Tech,20000,Python
62aa95970a77c1a77f709268,Male,34,Asian or Asian American,Other,Data Analyst,Finance,137500,Python
62aa98bfcf255543173adbdc,Male,27,Black or African American,United States,Data Analyst,Other,53000,Python
62aaa387f8d5efcc22029fcb,Male,54,White or Caucasian,United States,Data Analyst,Healthcare,75500,Other
62aaa86bbae91e4b8b8dc832,Female,20,Asian or Asian American,India,Student/Looking/None,Tech,20000,Python
62aacd922e54c9003e5e33c2,Male,25,Asian or Asian American,India,Student/Looking/None,Finance,20000,Other
62aaeecd0f8c8599d5ba6923,Male,33,Asian or Asian American,India,Student/Looking/None,Tech,20000,Python
62aaf8397dc029e2d6773cde,Male,30,White or Caucasian,United Kingdom,Data Analyst,Tech,53000,Python
62aaff342e54c9003e5e79b8,Male,31,Black or African American,Other,Student/Looking/None,Tech,20000,Python
62ab0bdc575fa3a5ae9413e5,Male,22,Other,Other,Student/Looking/None,Other,20000,Python
62ab1cb0cec54911e9d5d187,Female,38,Black or African American,United States,Data Analyst,Tech,75500,R
62ab3e62bae91e4b8b8ebe14,Male,22,Other,Other,Data Analyst,Other,20000,Python
62ab6ab318134ddc75dabb09,Male,33,Asian or Asian American,India,Data Scientist,Real Estate,20000,Python
62ab83a7d8c00e9f54263d2e,Male,27,White or Caucasian,Canada,Data Analyst,Tech,53000,Python
62ab8bf65d257a28a319e9cb,Male,19,White or Caucasian,Other,Data Analyst,Tech,20000,R
62abec6cf3072dd8926f2ad0,Male,24,Other,India,Other,Other,20000,Python
62abee280f8c8599d5bc246d,Female,58,White or Caucasian,United States,Other,Finance,187500,Other
62acc1f0cf255543173e59f7,Male,22,Black or African American,Other,Data Analyst,Tech,20000,Python
62ace61d575fa3a5ae972d57,Male,26,Asian or Asian American,Other,Data Analyst,Tech,95500,Python
62acf0890f8c8599d5bdce87,Female,31,White or Caucasian,United Kingdom,Other,Tech,53000,Other
62ad591424a2626027471080,Male,23,Hispanic or Latino,United States,Data Analyst,Agriculture,53000,Python
62ade22318134ddc75de385f,Female,31,Asian or Asian American,United States,Data Analyst,Healthcare,95500,Python
62adf26f18134ddc75de4bb4,Female,24,Asian or Asian American,United States,Student/Looking/None,Construction,75500,Other
62ae680024a2626027483ebc,Male,29,Hispanic or Latino,Other,Other,Finance,53000,Python
62aee103f8f756164595adb8,Male,26,Asian or Asian American,Other,Student/Looking/None,Education,20000,Python
62af07be7dc029e2d67cc3c8,Male,20,Asian or Asian American,India,Student/Looking/None,Other,20000,Python
62af10295d257a28a31e6ff8,Male,23,Asian or Asian American,India,Data Analyst,Education,20000,Python
62af387018134ddc75df894e,Male,33,White or Caucasian,United States,Data Analyst,Tech,115500,Python
62af49025d257a28a31eb2f1,Male,26,Black or African American,Other,Student/Looking/None,Tech,20000,Python
62af53ce0f8c8599d5c04934,Male,27,Asian or Asian American,India,Data Analyst,Other,20000,R
62af6371f8d5efcc2208e923,Male,22,Asian or Asian American,Other,Student/Looking/None,Agriculture,20000,Other
62af9ed7f3072dd892739279,Male,23,White or Caucasian,Other,Data Analyst,Tech,20000,Python
62b152960f8c8599d5c31550,Male,28,Hispanic or Latino,Other,Other,Other,20000,Python
62b16a5c5d257a28a321a74c,Female,39,White or Caucasian,Other,Data Analyst,Finance,53000,Other
62b21d40bae91e4b8b985154,Male,37,White or Caucasian,United States,Other,Other,115500,Python
62b27004bc6861bf318c9038,Female,29,White or Caucasian,United States,Database Developer,Education,53000,Other
62b2ea87f8d5efcc220e3e21,Male,42,White or Caucasian,United States,Data Analyst,Finance,115500,Python
62b35284cec54911e9e1818c,Female,25,Asian or Asian American,Canada,Student/Looking/None,Tech,20000,R
62b4404df31287f32e14d1c1,Male,66,Black or African American,Other,Database Developer,Telecommunication,20000,Python
62b525563f28f20328aeee5c,Male,26,White or Caucasian,United States,Data Analyst,Other,137500,R
62b5a3e29bc428d5345f6e89,Male,21,White or Caucasian,United States,Other,Other,20000,R
62b71083f31287f32e189026,Male,26,Asian or Asian American,Other,Student/Looking/None,Tech,20000,Python
62b795033b026e423f287ecd,Male,24,Hispanic or Latino,Other,Data Engineer,Tech,20000,Python
62b89039377223ff07b80fb5,Male,22,Asian or Asian American,United States,Data Analyst,Other,53000,Python
